DATE,QUARTER,GDPC1,CoreCPI,TB3M,TB1Y,TB2Y,TB3Y,TB5Y,TB10Y,TB30Y,M2Real,UNRATE,WTIOIL,PPIACO,DSPI,PAYEMS,INDPRO,PCEPILFE,PCEPDG,HouseSales
10/1/1981,4,6906.529,10.57931451,12.34616667,13.59114754,13.9452459,14.13196721,14.15590164,14.11672131,13.84786885,1853.333333,8.233333333,35.33333333,98.83333333,5093.633333,91148.66667,50.60983333,45.62566667,236.8666667,398.3333333
1/1/1982,1,6799.233,9.329178417,13.46934426,14.30163934,14.50245902,14.47344262,14.36262295,14.26803279,13.96213115,1878.566667,8.833333333,31.29666667,99.7,5105.9,90520.66667,49.58476667,46.294,246.4333333,369
4/1/1982,2,6830.251,9.035612613,13.0515873,13.80746032,14.15920635,14.1552381,14.07206349,13.94206349,13.52190476,1891.433333,9.433333333,34.81666667,99.8,5136.766667,90040.66667,48.95926667,46.92033333,249.2333333,364.3333333
7/1/1982,3,6804.139,7.089145699,9.67375,11.833125,12.62984375,12.88140625,13.1028125,13.1125,12.794375,1889.733333,9.9,34.58,100.2333333,5161.366667,89355.66667,48.25443333,47.67233333,252.1333333,421
10/1/1982,4,6806.857,5.28257122,8.170327869,9.12,9.876065574,10.15557377,10.46114754,10.66344262,10.74622951,1926.266667,10.66666667,33.85,100.3333333,5177.533333,88821.33333,47.35523333,48.336,264.3333333,518.3333333
1/1/1983,1,6896.561,4.726415722,8.398730159,8.866507937,9.540634921,9.794920635,10.11666667,10.55587302,10.7068254,2031.066667,10.36666667,29.65333333,100.3666667,5226.433333,88999,47.8902,48.97133333,268.9,580
4/1/1983,2,7053.5,3.616765647,8.726190476,9.190952381,9.756031746,9.923015873,10.23761905,10.55,10.6531746,2059.566667,10.13333333,30.53666667,100.7333333,5262.7,89676.33333,48.95713333,49.346,289.5666667,651
7/1/1983,3,7194.504,2.709386915,9.5246875,10.3028125,10.85796875,11.10171875,11.43140625,11.63640625,11.62453125,2071.9,9.366666667,31.56,101.7,5341.566667,90604.33333,50.63166667,50.095,302.4,595.3333333
10/1/1983,4,7344.597,3.770195337,9.156333333,9.953333333,10.6935,10.9885,11.41283333,11.68916667,11.737,2088.666667,8.533333333,29.83,102.2,5460.533333,91875,51.94873333,50.496,319.3,683
1/1/1984,1,7488.167,4.554828276,9.545806452,10.18887097,10.92467742,11.19967742,11.65225806,11.95451613,12.03629032,2103.866667,7.866666667,30.19866667,103.3333333,5569.466667,93086.33333,53.48083333,51.00666667,331.4333333,676
4/1/1984,2,7617.547,4.713959521,10.18793651,11.56047619,12.36666667,12.65031746,13.01968254,13.21396825,13.18396825,2129.133333,7.433333333,30.36833333,104.0333333,5662.166667,94123,54.29373333,51.603,341.2666667,628
7/1/1984,3,7690.985,5.023548156,10.74571429,11.81698413,12.51285714,12.6431746,12.83539683,12.8731746,12.68904762,2138.633333,7.433333333,29.10433333,103.8,5736.866667,95055,54.65826667,52.08766667,342.0666667,616
10/1/1984,4,7754.117,5.041927942,9.164918033,10.04704918,10.83868852,11.13098361,11.50672131,11.76065574,11.69885246,2167.366667,7.3,27.43066667,103.5333333,5783.733333,95906,54.6894,52.45833333,353.8333333,627
1/1/1985,1,7829.26,4.853494656,8.464666667,9.398333333,10.275,10.683,11.19783333,11.5865,11.584,2212.233333,7.233333333,27.05,103.2666667,5768.766667,96572.33333,54.87146667,53.174,368,666
4/1/1985,2,7898.194,4.949265851,7.72047619,8.48047619,9.401587302,9.773650794,10.32555556,10.82349206,10.99587302,2231.1,7.3,27.857,103.3666667,5881.033333,97269.66667,54.9214,53.63533333,373.2333333,673.3333333
7/1/1985,3,8018.809,4.893644946,7.34031746,7.986031746,8.896031746,9.281587302,9.771428571,10.33555556,10.55301587,2264.4,7.2,27.791,102.6666667,5862.666667,97844.33333,54.83786667,54.18633333,396.4333333,723.3333333
10/1/1985,4,8078.415,5.024225993,7.4,7.856451613,8.534516129,8.845967742,9.236774194,9.766129032,10.03983871,2274.6,7.033333333,29.193,103.3,5924.633333,98428.33333,55.15856667,54.57466667,383.7333333,703
1/1/1986,1,8153.829,5.217254323,7.119,7.458833333,7.777666667,7.941833333,8.1655,8.567,8.769333333,2296.4,7.033333333,17.00166667,101.7333333,6002.533333,98837.66667,55.49086667,55.16466667,391.6333333,780.3333333
4/1/1986,2,8190.552,5.151226607,6.3209375,6.6046875,6.9778125,7.174375,7.39984375,7.59796875,7.490625,2368.566667,7.166666667,13.92,99.83333333,6079.3,99174.66667,55.1535,55.54233333,407.3,791.3333333
7/1/1986,3,8268.935,4.925508482,5.6840625,5.99515625,6.4496875,6.66265625,6.93015625,7.30546875,7.40421875,2412.9,6.966666667,13.86,99.36666667,6118.133333,99665,55.36763333,55.924,445.7,694
10/1/1986,4,8313.338,4.711365407,5.502096774,5.797903226,6.275806452,6.487580645,6.751935484,7.264032258,7.528064516,2449.2,6.833333333,15.37833333,99.73333333,6127.4,100312.6667,55.99543333,56.378,441.1333333,720
1/1/1987,1,8375.274,4.395507335,5.699672131,5.926557377,6.351147541,6.519180328,6.740983607,7.195409836,7.493606557,2458.3,6.6,18.229,100.9,6183.866667,100920.3333,56.7359,56.73233333,418.5,718
4/1/1987,2,8465.63,4.316796435,5.839047619,6.764444444,7.45,7.717777778,7.946190476,8.342698413,8.530634921,2451.433333,6.266666667,19.364,102.5,6125.7,101709,57.7458,57.28233333,439.1,674.3333333
7/1/1987,3,8539.075,4.246141388,6.23890625,7.11859375,7.84,8.13828125,8.418125,8.8696875,9.05921875,2440.7,6,20.385,103.6666667,6235.533333,102438,58.83616667,57.79466667,460.5333333,660.3333333
10/1/1987,4,8685.694,4.320104959,6.070806452,7.251612903,7.99,8.296612903,8.632419355,9.129032258,9.235967742,2445.133333,5.833333333,18.66966667,104.1666667,6319.6,103390.3333,60.24533333,58.38233333,449.9666667,623.3333333
1/1/1988,1,8730.569,4.407377685,5.902419355,6.771612903,7.351612903,7.572903226,7.90016129,8.410967742,8.626612903,2468.733333,5.7,16.714,104.7666667,6412.333333,104152,60.80926667,58.94566667,470.4666667,639
4/1/1988,2,8845.28,4.506374726,6.40968254,7.305873016,7.877301587,8.101428571,8.425714286,8.912857143,9.061428571,2487.966667,5.466666667,17.281,106.5,6478.366667,105006.6667,61.33656667,59.66033333,473.2666667,700
7/1/1988,3,8897.107,4.709611446,7.24828125,8.015,8.46515625,8.6021875,8.76859375,9.10359375,9.17546875,2480.733333,5.466666667,15.163,108,6540.933333,105745.6667,61.5643,60.34733333,470.4,690
10/1/1988,4,9015.661,4.722293639,7.997213115,8.533442623,8.709180328,8.762295082,8.802131148,8.95704918,8.974098361,2475.366667,5.333333333,14.68033333,108.5,6602.7,106597,61.997,61.02166667,486.2,668
1/1/1989,1,9107.314,4.769854293,8.855737705,9.300163934,9.418360656,9.382131148,9.318360656,9.211639344,9.038852459,2461.266667,5.2,18.418,110.9333333,6677.766667,107403,62.2879,61.68766667,486.4666667,636
4/1/1989,2,9176.827,4.710770986,8.703125,8.9134375,8.943125,8.9,8.8178125,8.75796875,8.69796875,2438.8,5.233333333,20.359,112.8,6658.166667,107910.3333,62.0624,62.24866667,493.3333333,635.3333333
7/1/1989,3,9244.816,4.81840383,8.113333333,8.103809524,8.085873016,8.076825397,8.033015873,8.107460317,8.118730159,2466.366667,5.233333333,19.25333333,112.4,6702.4,108186,61.67073333,62.712,505.6333333,689
10/1/1989,4,9263.033,4.823784612,7.908064516,7.829516129,7.851774194,7.864677419,7.842741935,7.907096774,7.933225806,2489.333333,5.366666667,20.333,112.8333333,6759.166667,108688,61.91413333,63.286,491.8666667,653
1/1/1990,1,9364.259,5.021605402,8.026451613,8.131451613,8.36483871,8.385967742,8.383709677,8.423870968,8.441774194,2482.733333,5.3,21.72233333,114.5,6811,109426,62.37686667,64.015,515.3666667,595
4/1/1990,2,9398.243,5.288781503,8.010793651,8.270952381,8.571111111,8.622857143,8.644285714,8.674126984,8.647936508,2479,5.333333333,17.89666667,114.3333333,6858.433333,109793.6667,62.82936667,64.73,498.4333333,540.3333333
